ID,Caseid,Activity,Urgency,Impact,Priority,StartDate,EndDate,TicketStatus,UpdateDateTime,Duration,Origin,Class
502,CS_400403,Construction,1,2,2,2023-06-13,2023-07-29,Deployed,"2024-05-03 16:27:39",46,"Joe S.",Change
503,CS_704676,"Password Reset",1,2,2,2023-01-03,2023-03-14,"Deployed Failed","2024-05-03 16:27:39",70,"Joe S.",Change
504,CS_238921,Construction,2,3,4,2023-03-15,2023-04-18,"On Hold","2024-05-03 16:27:39",34,"Rona E.",Problem
505,CS_786906,Construction,3,1,3,2023-04-05,2023-07-04,"Deployed Failed","2024-05-03 16:27:39",90,"Joe S.",SR
506,CS_209123,Test,1,2,2,2023-05-06,2023-06-08,Open,"2024-05-03 16:27:39",33,"George E.",SR
507,CS_655042,Test,1,2,2,2023-01-21,2023-03-02,"On Hold","2024-05-03 16:27:39",40,"Joe S.",Problem
508,CS_264294,Test,1,2,2,2023-03-27,2023-04-29,Open,"2024-05-03 16:27:39",33,"Rona E.",SR
509,CS_641925,Test,3,2,4,2023-04-28,2023-04-30,"On Hold","2024-05-03 16:27:39",2,"Joe S.",Change
510,CS_918005,Design,1,2,2,2023-04-19,2023-06-25,"Deployed Failed","2024-05-03 16:27:39",67,"Bill B.",Problem
511,CS_240482,Construction,1,2,2,2023-01-20,2023-04-18,Open,"2024-05-03 16:27:39",88,"Achmed M.",Problem
512,CS_482301,"Password Reset",1,1,1,2023-03-30,2023-05-27,Open,"2024-05-03 16:27:39",58,"Rona E.",Problem
513,CS_761623,Design,1,3,3,2023-05-13,2023-07-24,Open,"2024-05-03 16:27:39",72,"Joe S.",Change
514,CS_622366,Test,2,3,4,2023-01-30,2023-04-05,"In Process","2024-05-03 16:27:39",65,"Rona E.",SR
515,CS_517791,Construction,2,2,3,2023-01-21,2023-02-18,Deployed,"2024-05-03 16:27:39",28,"Bill B.",Problem
516,CS_174377,Test,1,3,3,2023-05-26,2023-07-28,Deployed,"2024-05-03 16:27:39",63,"George E.",Incident
517,CS_261812,Design,2,2,3,2023-02-12,2023-04-22,Open,"2024-05-03 16:27:39",69,"George E.",SR
518,CS_710426,Design,2,3,4,2023-05-27,2023-06-02,"Deployed Failed","2024-05-03 16:27:39",6,"George E.",Change
519,CS_977901,Construction,2,3,4,2023-02-09,2023-05-10,"On Hold","2024-05-03 16:27:39",90,"George E.",SR
520,CS_631806,Construction,3,3,5,2023-01-02,2023-01-08,Deployed,"2024-05-03 16:27:39",6,"Achmed M.",Problem
521,CS_513738,"Password Reset",3,3,5,2023-04-14,2023-06-19,Deployed,"2024-05-03 16:27:39",66,"Joe S.",Problem
522,CS_700739,Design,1,3,3,2023-05-30,2023-08-02,"Deployed Failed","2024-05-03 16:27:39",64,"Rona E.",Change
523,CS_682422,"Password Reset",2,3,4,2023-02-25,2023-04-15,"In Process","2024-05-03 16:27:39",49,"Rona E.",SR
524,CS_177609,Construction,3,1,3,2023-04-28,2023-07-27,"In Process","2024-05-03 16:27:39",90,"Joe S.",Change
525,CS_828371,Test,3,1,3,2023-03-13,2023-06-14,"On Hold","2024-05-03 16:27:39",93,"Achmed M.",Problem
526,CS_113412,Construction,1,1,1,2023-01-14,2023-01-19,"In Process","2024-05-03 16:27:39",5,"Joe S.",Change
527,CS_910447,Test,1,2,2,2023-01-03,2023-03-18,"On Hold","2024-05-03 16:27:39",74,"Bill B.",Problem
528,CS_964025,Construction,3,3,5,2023-05-27,2023-08-24,"In Process","2024-05-03 16:27:39",89,"George E.",Incident
529,CS_894428,Construction,2,2,3,2023-03-31,2023-04-01,"Deployed Failed","2024-05-03 16:27:39",1,"George E.",Change
530,CS_316408,Design,1,2,2,2023-01-14,2023-04-16,"In Process","2024-05-03 16:27:39",92,"Joe S.",Problem
531,CS_850832,"Password Reset",1,2,2,2023-02-01,2023-03-30,Open,"2024-05-03 16:27:39",57,"George E.",Problem
532,CS_134529,Design,1,3,3,2023-02-20,2023-05-24,"Deployed Failed","2024-05-03 16:27:39",93,"Rona E.",Incident
533,CS_107065,"Password Reset",2,2,3,2023-05-16,2023-07-28,Deployed,"2024-05-03 16:27:39",73,"Joe S.",Change
534,CS_822082,Construction,1,2,2,2023-05-04,2023-08-05,Open,"2024-05-03 16:27:39",93,"Joe S.",SR
535,CS_619371,Design,3,2,4,2023-02-24,2023-04-15,"In Process","2024-05-03 16:27:39",50,"Bill B.",SR
536,CS_505038,Test,3,2,4,2023-04-18,2023-05-05,Deployed,"2024-05-03 16:27:39",17,"George E.",Change
537,CS_948579,Test,3,2,4,2023-01-26,2023-02-22,Open,"2024-05-03 16:27:39",27,"Joe S.",Change
538,CS_509527,Construction,2,2,3,2023-06-14,2023-08-24,Deployed,"2024-05-03 16:27:39",71,"Bill B.",Incident
539,CS_404435,Test,3,1,3,2023-02-06,2023-03-06,Open,"2024-05-03 16:27:39",28,"George E.",Incident
540,CS_985834,Design,1,1,1,2023-03-14,2023-05-24,"On Hold","2024-05-03 16:27:39",71,"Bill B.",Change
541,CS_300524,"Password Reset",3,2,4,2023-05-26,2023-06-26,Deployed,"2024-05-03 16:27:39",31,"George E.",SR
542,CS_673821,"Password Reset",3,1,3,2023-05-05,2023-07-08,Open,"2024-05-03 16:27:39",64,"Rona E.",Problem
543,CS_490520,Construction,3,1,3,2023-04-29,2023-06-18,"In Process","2024-05-03 16:27:39",50,"Achmed M.",SR
544,CS_803372,Design,3,2,4,2023-06-25,2023-09-02,"Deployed Failed","2024-05-03 16:27:39",69,"George E.",Problem
545,CS_464671,Design,1,1,1,2023-03-25,2023-04-12,Deployed,"2024-05-03 16:27:39",18,"Bill B.",SR
546,CS_840491,Test,2,3,4,2023-04-06,2023-06-15,"Deployed Failed","2024-05-03 16:27:39",70,"Achmed M.",SR
547,CS_374153,"Password Reset",2,2,3,2023-01-12,2023-01-14,"Deployed Failed","2024-05-03 16:27:39",2,"Rona E.",SR
548,CS_596724,Design,2,3,4,2023-05-02,2023-07-21,Open,"2024-05-03 16:27:39",80,"Rona E.",Change
549,CS_598817,Design,2,2,3,2023-02-20,2023-03-06,Open,"2024-05-03 16:27:39",14,"Rona E.",Incident
550,CS_716326,Construction,2,1,2,2023-03-27,2023-05-05,"On Hold","2024-05-03 16:27:39",39,"George E.",SR
551,CS_298887,Construction,2,3,4,2023-04-22,2023-05-27,"In Process","2024-05-03 16:27:39",35,"Achmed M.",Problem
552,CS_457429,Test,1,3,3,2023-06-15,2023-09-06,"In Process","2024-05-03 16:27:39",83,"George E.",Problem
553,CS_305242,Construction,3,3,5,2023-01-12,2023-03-06,Open,"2024-05-03 16:27:39",53,"Rona E.",Problem
554,CS_758136,Construction,3,3,5,2023-03-16,2023-04-14,"Deployed Failed","2024-05-03 16:27:39",29,"George E.",SR
555,CS_255562,Test,3,2,4,2023-01-16,2023-02-28,Deployed,"2024-05-03 16:27:39",43,"Rona E.",Change
556,CS_117772,Test,1,3,3,2023-03-04,2023-05-01,"Deployed Failed","2024-05-03 16:27:39",58,"Achmed M.",Incident
557,CS_204358,"Password Reset",1,1,1,2023-03-06,2023-03-09,"Deployed Failed","2024-05-03 16:27:39",3,"Bill B.",Problem
558,CS_157247,"Password Reset",2,1,2,2023-02-11,2023-04-09,"In Process","2024-05-03 16:27:39",57,"George E.",Change
559,CS_214309,Design,1,1,1,2023-01-05,2023-03-10,"On Hold","2024-05-03 16:27:39",64,"Achmed M.",Incident
560,CS_946815,"Password Reset",1,2,2,2023-03-21,2023-05-04,Deployed,"2024-05-03 16:27:39",44,"Joe S.",SR
561,CS_384294,Test,2,1,2,2023-02-06,2023-03-09,Open,"2024-05-03 16:27:39",31,"Bill B.",Change
562,CS_294814,Design,3,1,3,2023-04-16,2023-06-13,"Deployed Failed","2024-05-03 16:27:39",58,"Joe S.",Incident
563,CS_154764,Design,2,1,2,2023-04-03,2023-04-07,"In Process","2024-05-03 16:27:39",4,"Bill B.",Problem
564,CS_403790,Design,3,3,5,2023-03-05,2023-03-14,"On Hold","2024-05-03 16:27:39",9,"Bill B.",Incident
565,CS_335701,"Password Reset",3,3,5,2023-06-29,2023-09-16,Open,"2024-05-03 16:27:39",79,"Joe S.",Incident
566,CS_228000,"Password Reset",1,1,1,2023-03-15,2023-05-13,Open,"2024-05-03 16:27:39",59,"Bill B.",Problem
567,CS_797144,"Password Reset",3,1,3,2023-05-16,2023-07-10,Deployed,"2024-05-03 16:27:39",55,"George E.",Change
568,CS_400790,Construction,3,2,4,2023-04-11,2023-05-25,"Deployed Failed","2024-05-03 16:27:39",44,"George E.",SR
569,CS_436871,Test,1,3,3,2023-05-09,2023-08-01,Open,"2024-05-03 16:27:39",84,"George E.",SR
570,CS_991494,Test,1,3,3,2023-03-13,2023-04-12,"Deployed Failed","2024-05-03 16:27:39",30,"Rona E.",Incident
571,CS_818402,"Password Reset",1,3,3,2023-02-13,2023-03-03,Open,"2024-05-03 16:27:39",18,"Bill B.",Change
572,CS_492621,Test,1,2,2,2023-02-07,2023-04-21,"On Hold","2024-05-03 16:27:39",73,"Joe S.",Incident
573,CS_563355,Test,1,2,2,2023-02-04,2023-03-29,"On Hold","2024-05-03 16:27:39",53,"Joe S.",Change
574,CS_149781,"Password Reset",1,1,1,2023-06-28,2023-09-18,Deployed,"2024-05-03 16:27:39",82,"Rona E.",SR
575,CS_444413,Construction,1,2,2,2023-05-18,2023-06-12,"On Hold","2024-05-03 16:27:39",25,"Joe S.",Problem
576,CS_639507,Design,3,2,4,2023-06-12,2023-08-11,"In Process","2024-05-03 16:27:39",60,"Bill B.",Incident
577,CS_276986,Design,1,3,3,2023-02-16,2023-05-17,"In Process","2024-05-03 16:27:39",90,"George E.",Problem
578,CS_483374,Test,3,1,3,2023-02-02,2023-04-18,Open,"2024-05-03 16:27:39",75,"Bill B.",SR
579,CS_875480,Design,3,2,4,2023-03-30,2023-05-26,"Deployed Failed","2024-05-03 16:27:39",57,"Bill B.",Change
580,CS_760237,Construction,1,2,2,2023-05-27,2023-08-18,"In Process","2024-05-03 16:27:39",83,"George E.",Problem
581,CS_773422,Design,1,3,3,2023-05-13,2023-05-31,"Deployed Failed","2024-05-03 16:27:39",18,"Joe S.",Change
582,CS_881956,Construction,1,2,2,2023-02-22,2023-03-03,"In Process","2024-05-03 16:27:39",9,"George E.",Problem
583,CS_234637,Construction,1,1,1,2023-03-24,2023-06-01,"In Process","2024-05-03 16:27:39",69,"George E.",Change
584,CS_240307,Construction,2,3,4,2023-06-10,2023-09-11,"In Process","2024-05-03 16:27:39",93,"Joe S.",Incident
585,CS_970077,"Password Reset",1,3,3,2023-03-22,2023-06-18,"Deployed Failed","2024-05-03 16:27:39",88,"George E.",Problem
586,CS_280130,Design,1,1,1,2023-04-13,2023-06-14,Deployed,"2024-05-03 16:27:39",62,"Bill B.",Problem
587,CS_600257,Construction,2,2,3,2023-02-08,2023-05-01,Open,"2024-05-03 16:27:39",82,"Rona E.",SR
588,CS_704800,Construction,2,3,4,2023-05-31,2023-06-15,Open,"2024-05-03 16:27:39",15,"Joe S.",Problem
589,CS_791458,"Password Reset",2,2,3,2023-01-13,2023-02-09,"On Hold","2024-05-03 16:27:39",27,"Achmed M.",Incident
590,CS_730003,"Password Reset",1,3,3,2023-04-18,2023-04-23,"On Hold","2024-05-03 16:27:39",5,"Rona E.",SR
591,CS_613777,Construction,3,1,3,2023-06-17,2023-06-24,"On Hold","2024-05-03 16:27:39",7,"Joe S.",Problem
592,CS_509112,Test,1,3,3,2023-01-12,2023-01-18,Deployed,"2024-05-03 16:27:39",6,"Bill B.",Incident
593,CS_733719,Test,1,1,1,2023-04-30,2023-06-02,"In Process","2024-05-03 16:27:39",33,"George E.",SR
594,CS_769168,Construction,1,1,1,2023-01-05,2023-02-26,"On Hold","2024-05-03 16:27:39",52,"Joe S.",SR
595,CS_592752,Construction,3,3,5,2023-02-12,2023-05-21,"In Process","2024-05-03 16:27:39",98,"Bill B.",SR
596,CS_715392,Design,3,2,4,2023-03-13,2023-06-10,"On Hold","2024-05-03 16:27:39",89,"George E.",SR
597,CS_305825,Design,2,1,2,2023-06-05,2023-08-16,"On Hold","2024-05-03 16:27:39",72,"Rona E.",Incident
598,CS_366498,Design,1,3,3,2023-04-05,2023-05-14,"In Process","2024-05-03 16:27:39",39,"Achmed M.",Problem
599,CS_688535,Test,1,3,3,2023-02-25,2023-03-14,Deployed,"2024-05-03 16:27:39",17,"George E.",Incident
600,CS_624558,Construction,3,3,5,2023-02-19,2023-05-13,"In Process","2024-05-03 16:27:39",83,"George E.",Change
601,CS_827363,Test,1,2,2,2023-02-04,2023-03-31,"On Hold","2024-05-03 16:27:39",55,"Achmed M.",SR
602,CS_541819,Design,2,2,3,2023-03-16,2023-03-31,Open,"2024-05-03 16:27:39",15,"Joe S.",SR
603,CS_146747,Design,2,2,3,2023-01-26,2023-03-15,"Deployed Failed","2024-05-03 16:27:39",48,"Achmed M.",Incident
604,CS_856905,Test,3,3,5,2023-03-11,2023-03-17,"In Process","2024-05-03 16:27:39",6,"Achmed M.",Change
605,CS_725990,Design,1,1,1,2023-06-12,2023-09-17,Deployed,"2024-05-03 16:27:39",97,"Joe S.",Incident
606,CS_245738,"Password Reset",3,3,5,2023-04-03,2023-07-07,"Deployed Failed","2024-05-03 16:27:39",95,"Joe S.",Problem
607,CS_954236,Construction,3,2,4,2023-05-26,2023-08-24,"Deployed Failed","2024-05-03 16:27:39",90,"George E.",Incident
608,CS_273280,"Password Reset",3,2,4,2023-05-11,2023-06-22,Open,"2024-05-03 16:27:39",42,"Rona E.",Problem
609,CS_660563,Design,1,1,1,2023-02-27,2023-05-27,Open,"2024-05-03 16:27:39",89,"Rona E.",Change
610,CS_453419,Test,3,1,3,2023-02-04,2023-03-01,Deployed,"2024-05-03 16:27:39",25,"Achmed M.",Problem
611,CS_709867,Test,1,2,2,2023-02-18,2023-04-26,Deployed,"2024-05-03 16:27:39",67,"Bill B.",Problem
612,CS_539183,"Password Reset",1,3,3,2023-03-04,2023-04-15,Deployed,"2024-05-03 16:27:39",42,"Bill B.",Incident
613,CS_237119,Construction,2,1,2,2023-06-16,2023-09-07,Deployed,"2024-05-03 16:27:39",83,"Joe S.",Problem
614,CS_861912,Design,3,1,3,2023-02-24,2023-05-22,Deployed,"2024-05-03 16:27:39",87,"Bill B.",Problem
615,CS_265644,"Password Reset",3,3,5,2023-02-02,2023-04-04,Open,"2024-05-03 16:27:39",61,"Rona E.",Change
616,CS_902035,"Password Reset",3,1,3,2023-05-20,2023-08-02,Deployed,"2024-05-03 16:27:39",74,"Joe S.",Problem
617,CS_212341,Test,2,1,2,2023-02-15,2023-05-06,Open,"2024-05-03 16:27:39",80,"Bill B.",Change
618,CS_328905,Construction,1,3,3,2023-06-10,2023-06-30,"Deployed Failed","2024-05-03 16:27:39",20,"Bill B.",Incident
619,CS_839235,Design,3,2,4,2023-05-30,2023-07-28,"Deployed Failed","2024-05-03 16:27:39",59,"Bill B.",SR
620,CS_472079,Construction,2,2,3,2023-01-19,2023-04-14,"Deployed Failed","2024-05-03 16:27:39",85,"Joe S.",Incident
621,CS_531758,Construction,2,2,3,2023-02-21,2023-02-26,"In Process","2024-05-03 16:27:39",5,"Bill B.",Change
622,CS_680728,Test,2,2,3,2023-03-13,2023-06-14,Deployed,"2024-05-03 16:27:39",93,"Joe S.",Change
623,CS_716409,Test,2,2,3,2023-06-17,2023-09-17,Open,"2024-05-03 16:27:39",92,"Achmed M.",Incident
624,CS_558881,Design,1,1,1,2023-04-20,2023-07-23,"In Process","2024-05-03 16:27:39",94,"George E.",SR
625,CS_344482,Design,3,3,5,2023-04-20,2023-06-10,"Deployed Failed","2024-05-03 16:27:39",51,"George E.",SR
626,CS_965791,"Password Reset",3,1,3,2023-01-27,2023-02-01,"On Hold","2024-05-03 16:27:39",5,"Bill B.",SR
627,CS_321069,Design,3,2,4,2023-02-14,2023-05-12,Open,"2024-05-03 16:27:39",87,"Bill B.",Problem
628,CS_281869,Construction,2,2,3,2023-03-11,2023-04-09,Open,"2024-05-03 16:27:39",29,"Achmed M.",Change
629,CS_227560,Test,1,1,1,2023-03-22,2023-04-21,Deployed,"2024-05-03 16:27:39",30,"George E.",Problem
630,CS_664883,"Password Reset",3,2,4,2023-06-17,2023-08-01,"In Process","2024-05-03 16:27:39",45,"Achmed M.",Change
631,CS_618301,"Password Reset",1,3,3,2023-03-04,2023-05-16,"On Hold","2024-05-03 16:27:39",73,"Bill B.",Change
632,CS_198520,Design,1,2,2,2023-03-22,2023-04-09,Deployed,"2024-05-03 16:27:39",18,"Achmed M.",Problem
633,CS_758593,Design,1,3,3,2023-01-25,2023-02-05,"On Hold","2024-05-03 16:27:39",11,"Bill B.",Change
634,CS_568568,Construction,1,3,3,2023-02-21,2023-02-25,Open,"2024-05-03 16:27:39",4,"George E.",Problem
635,CS_446412,Test,3,2,4,2023-01-14,2023-03-24,"On Hold","2024-05-03 16:27:39",69,"Joe S.",Change
636,CS_809739,Test,2,2,3,2023-01-04,2023-03-26,"Deployed Failed","2024-05-03 16:27:39",81,"Rona E.",Problem
637,CS_376909,Construction,1,1,1,2023-03-31,2023-04-15,Deployed,"2024-05-03 16:27:39",15,"Joe S.",Change
638,CS_773948,"Password Reset",2,1,2,2023-05-01,2023-05-14,Deployed,"2024-05-03 16:27:39",13,"Rona E.",Problem
639,CS_163991,"Password Reset",1,2,2,2023-05-28,2023-06-06,"On Hold","2024-05-03 16:27:39",9,"Bill B.",Incident
640,CS_723659,Test,3,2,4,2023-04-18,2023-07-24,"In Process","2024-05-03 16:27:39",97,"Bill B.",SR
641,CS_558525,Design,1,3,3,2023-03-06,2023-03-31,"In Process","2024-05-03 16:27:39",25,"Achmed M.",SR
642,CS_444648,"Password Reset",2,1,2,2023-06-20,2023-07-14,"Deployed Failed","2024-05-03 16:27:39",24,"Joe S.",Problem
643,CS_340033,Test,1,2,2,2023-01-30,2023-04-21,Deployed,"2024-05-03 16:27:39",81,"Joe S.",Incident
644,CS_861201,Construction,1,2,2,2023-05-12,2023-08-01,Deployed,"2024-05-03 16:27:39",81,"Achmed M.",SR
645,CS_404203,Test,1,2,2,2023-06-27,2023-07-12,Open,"2024-05-03 16:27:40",15,"Bill B.",Incident
646,CS_385301,Design,1,2,2,2023-05-04,2023-05-12,Deployed,"2024-05-03 16:27:40",8,"Joe S.",Problem
647,CS_187435,Construction,1,3,3,2023-05-20,2023-07-01,Deployed,"2024-05-03 16:27:40",42,"Joe S.",SR
648,CS_727997,"Password Reset",1,2,2,2023-06-17,2023-07-02,"Deployed Failed","2024-05-03 16:27:40",15,"George E.",Problem
649,CS_791756,Test,2,2,3,2023-01-18,2023-03-20,"In Process","2024-05-03 16:27:40",61,"Joe S.",SR
650,CS_818392,Construction,2,1,2,2023-06-12,2023-06-20,Open,"2024-05-03 16:27:40",8,"George E.",Problem
651,CS_790097,Design,2,2,3,2023-05-08,2023-06-07,"In Process","2024-05-03 16:27:40",30,"Rona E.",Change
652,CS_695181,Construction,1,3,3,2023-06-07,2023-09-11,"On Hold","2024-05-03 16:27:40",96,"Achmed M.",Incident
653,CS_983044,Construction,2,2,3,2023-04-30,2023-07-28,Deployed,"2024-05-03 16:27:40",89,"Bill B.",SR
654,CS_968063,"Password Reset",1,1,1,2023-02-26,2023-05-17,Open,"2024-05-03 16:27:40",80,"Bill B.",Change
655,CS_754736,Construction,1,3,3,2023-01-28,2023-03-08,"Deployed Failed","2024-05-03 16:27:40",39,"Joe S.",SR
656,CS_946088,"Password Reset",3,3,5,2023-06-12,2023-06-15,"In Process","2024-05-03 16:27:40",3,"Rona E.",Problem
657,CS_550038,Construction,3,2,4,2023-01-08,2023-04-04,"Deployed Failed","2024-05-03 16:27:40",86,"George E.",SR
658,CS_550835,Construction,1,1,1,2023-02-04,2023-03-12,Open,"2024-05-03 16:27:40",36,"Joe S.",Change
659,CS_920801,"Password Reset",3,1,3,2023-05-21,2023-07-12,"In Process","2024-05-03 16:27:40",52,"Joe S.",Change
660,CS_143343,Test,1,1,1,2023-03-18,2023-06-17,"Deployed Failed","2024-05-03 16:27:40",91,"Rona E.",SR
661,CS_793048,Construction,3,1,3,2023-06-10,2023-08-01,"Deployed Failed","2024-05-03 16:27:40",52,"Bill B.",Incident
662,CS_877863,"Password Reset",3,1,3,2023-03-10,2023-06-03,Open,"2024-05-03 16:27:40",85,"Bill B.",SR
663,CS_334455,Design,1,1,1,2023-02-16,2023-03-24,Deployed,"2024-05-03 16:27:40",36,"George E.",SR
664,CS_758483,Test,3,3,5,2023-05-27,2023-06-20,Open,"2024-05-03 16:27:40",24,"George E.",Problem
665,CS_472620,"Password Reset",2,1,2,2023-06-07,2023-07-05,"In Process","2024-05-03 16:27:40",28,"Achmed M.",Problem
666,CS_942627,"Password Reset",2,3,4,2023-02-19,2023-04-16,"In Process","2024-05-03 16:27:40",56,"Achmed M.",Change
667,CS_526483,"Password Reset",3,1,3,2023-03-26,2023-05-15,"In Process","2024-05-03 16:27:40",50,"George E.",Incident
668,CS_511229,Design,3,1,3,2023-03-24,2023-05-14,"On Hold","2024-05-03 16:27:40",51,"George E.",SR
669,CS_535764,Construction,3,3,5,2023-04-03,2023-06-15,"In Process","2024-05-03 16:27:40",73,"George E.",SR
670,CS_316185,Construction,1,3,3,2023-01-20,2023-04-20,"In Process","2024-05-03 16:27:40",90,"Bill B.",Change
671,CS_435279,Construction,3,2,4,2023-04-26,2023-08-01,"On Hold","2024-05-03 16:27:40",97,"Bill B.",Incident
672,CS_815357,Design,1,1,1,2023-01-11,2023-04-19,"Deployed Failed","2024-05-03 16:27:40",98,"Bill B.",Problem
673,CS_143007,Design,3,1,3,2023-05-05,2023-08-07,Deployed,"2024-05-03 16:27:40",94,"Achmed M.",Problem
674,CS_525157,Construction,2,1,2,2023-04-09,2023-07-14,Deployed,"2024-05-03 16:27:40",96,"Achmed M.",Problem
675,CS_326858,Design,2,3,4,2023-03-07,2023-04-29,"Deployed Failed","2024-05-03 16:27:40",53,"George E.",Problem
676,CS_311868,"Password Reset",1,1,1,2023-06-27,2023-09-07,"Deployed Failed","2024-05-03 16:27:40",72,"Rona E.",Incident
677,CS_744698,"Password Reset",1,1,1,2023-01-25,2023-04-03,Open,"2024-05-03 16:27:40",68,"Rona E.",Change
678,CS_324981,Design,3,3,5,2023-04-05,2023-06-21,"Deployed Failed","2024-05-03 16:27:40",77,"George E.",SR
679,CS_257924,Test,2,1,2,2023-04-18,2023-05-15,Open,"2024-05-03 16:27:40",27,"Achmed M.",Incident
680,CS_186371,Construction,3,2,4,2023-03-18,2023-03-31,"In Process","2024-05-03 16:27:40",13,"Achmed M.",SR
681,CS_484371,Construction,1,1,1,2023-04-23,2023-07-24,"Deployed Failed","2024-05-03 16:27:40",92,"Bill B.",SR
682,CS_677868,Construction,1,1,1,2023-05-16,2023-07-26,"On Hold","2024-05-03 16:27:40",71,"George E.",Problem
683,CS_640659,Test,3,1,3,2023-06-16,2023-09-05,"On Hold","2024-05-03 16:27:40",81,"Joe S.",SR
684,CS_158028,Test,3,1,3,2023-05-04,2023-06-03,"In Process","2024-05-03 16:27:40",30,"Achmed M.",Change
685,CS_600607,Design,1,3,3,2023-03-21,2023-04-29,"Deployed Failed","2024-05-03 16:27:40",39,"Rona E.",Problem
686,CS_446838,"Password Reset",3,1,3,2023-06-12,2023-07-07,"On Hold","2024-05-03 16:27:40",25,"Joe S.",Change
687,CS_421181,"Password Reset",2,1,2,2023-01-23,2023-04-17,"Deployed Failed","2024-05-03 16:27:40",84,"Joe S.",Problem
688,CS_314011,Design,2,1,2,2023-02-04,2023-02-21,"In Process","2024-05-03 16:27:40",17,"Bill B.",Problem
689,CS_121608,Design,1,2,2,2023-02-25,2023-04-07,"Deployed Failed","2024-05-03 16:27:40",41,"Joe S.",SR
690,CS_384790,Construction,2,2,3,2023-02-18,2023-05-28,"In Process","2024-05-03 16:27:40",99,"Rona E.",Problem
691,CS_189940,Test,3,3,5,2023-03-11,2023-04-30,"On Hold","2024-05-03 16:27:40",50,"Bill B.",Problem
692,CS_944221,Design,2,3,4,2023-01-19,2023-04-09,Deployed,"2024-05-03 16:27:40",80,"Rona E.",Incident
693,CS_177006,Test,1,1,1,2023-04-30,2023-05-08,Open,"2024-05-03 16:27:40",8,"George E.",Problem
694,CS_792614,"Password Reset",1,1,1,2023-04-08,2023-04-23,"Deployed Failed","2024-05-03 16:27:40",15,"Achmed M.",Incident
695,CS_605176,"Password Reset",1,1,1,2023-06-15,2023-08-31,Deployed,"2024-05-03 16:27:40",77,"Rona E.",Change
696,CS_280837,Design,3,3,5,2023-04-23,2023-06-03,"In Process","2024-05-03 16:27:40",41,"Rona E.",Problem
697,CS_898280,Construction,1,3,3,2023-03-16,2023-06-19,Open,"2024-05-03 16:27:40",95,"Achmed M.",Change
698,CS_342045,"Password Reset",1,2,2,2023-04-01,2023-05-14,"On Hold","2024-05-03 16:27:40",43,"Bill B.",SR
699,CS_944479,Test,2,2,3,2023-05-08,2023-08-11,Open,"2024-05-03 16:27:40",95,"Rona E.",SR
700,CS_182823,Design,3,1,3,2023-01-29,2023-02-18,"In Process","2024-05-03 16:27:40",20,"Joe S.",Change
701,CS_222057,Construction,3,1,3,2023-05-02,2023-06-03,Deployed,"2024-05-03 16:27:40",32,"Rona E.",Change
702,CS_622491,"Password Reset",3,3,5,2023-01-19,2023-02-16,"Deployed Failed","2024-05-03 16:27:40",28,"Bill B.",Incident
703,CS_771780,"Password Reset",3,2,4,2023-03-24,2023-04-29,Deployed,"2024-05-03 16:27:40",36,"Joe S.",Problem
704,CS_780802,Construction,3,2,4,2023-06-14,2023-09-05,"Deployed Failed","2024-05-03 16:27:40",83,"George E.",Change
705,CS_125691,Test,2,1,2,2023-06-21,2023-07-24,"Deployed Failed","2024-05-03 16:27:40",33,"Joe S.",Change
706,CS_489205,Construction,2,2,3,2023-06-03,2023-08-21,Open,"2024-05-03 16:27:40",79,"Rona E.",Change
707,CS_391399,Test,3,1,3,2023-06-15,2023-09-23,"On Hold","2024-05-03 16:27:40",100,"George E.",Problem
708,CS_409057,"Password Reset",2,3,4,2023-02-23,2023-06-03,"Deployed Failed","2024-05-03 16:27:40",100,"Rona E.",Incident
709,CS_450788,Design,2,2,3,2023-04-06,2023-04-13,"On Hold","2024-05-03 16:27:40",7,"Rona E.",Problem
710,CS_651660,Construction,1,2,2,2023-04-14,2023-05-22,"On Hold","2024-05-03 16:27:40",38,"George E.",Problem
711,CS_159658,"Password Reset",3,2,4,2023-01-17,2023-01-20,"Deployed Failed","2024-05-03 16:27:40",3,"Joe S.",Change
712,CS_463424,"Password Reset",3,2,4,2023-05-17,2023-07-05,Open,"2024-05-03 16:27:40",49,"Rona E.",SR
713,CS_507312,Test,3,2,4,2023-05-05,2023-06-29,"Deployed Failed","2024-05-03 16:27:40",55,"Joe S.",SR
714,CS_550534,"Password Reset",3,3,5,2023-05-16,2023-07-18,"In Process","2024-05-03 16:27:40",63,"Joe S.",Incident
715,CS_218842,Construction,3,1,3,2023-04-08,2023-06-21,"On Hold","2024-05-03 16:27:40",74,"Achmed M.",Change
716,CS_143755,Test,3,1,3,2023-04-24,2023-05-14,Open,"2024-05-03 16:27:40",20,"Rona E.",Change
717,CS_771846,Construction,1,1,1,2023-06-19,2023-07-30,"Deployed Failed","2024-05-03 16:27:40",41,"Rona E.",SR
718,CS_735853,Construction,2,3,4,2023-06-15,2023-06-28,Open,"2024-05-03 16:27:40",13,"Bill B.",Problem
719,CS_361828,Construction,2,2,3,2023-01-07,2023-01-21,"Deployed Failed","2024-05-03 16:27:40",14,"Joe S.",Incident
720,CS_785348,Design,3,3,5,2023-06-12,2023-09-09,Deployed,"2024-05-03 16:27:40",89,"Bill B.",Incident
